Clade	FractionZero	FractionZeroNG	Ali_Length	N_HV_Sites
Int10225_32	0.400858369098712	0.711587982832618	1165	2
Int10257_41	0	0.939800285306705	3505	3
Int10309_34	0.375321336760925	0.588046272493573	1556	1
Int10346_43	0.178600160901046	0.590506838294449	1243	3
Int10388_28	0.271428571428571	0.805263157894737	1330	1
Int10417_29	0.789657582110412	0.984626135569532	1431	0
Int10445_27	0.595358955765047	0.961566352429297	1379	0
Int10472_18	0.33112582781457	0.762251655629139	1510	12
Int10490_338	0.0177276390008058	0.103142626913779	1241	430
Int10841_54	0.130982367758186	0.591939546599496	1191	5
Int10894_22	0.647321428571429	0.983630952380952	1344	0
Int10916_135	0.109801488833747	0.468982630272953	1612	153
Int11051_30	0.185230769230769	0.402461538461538	1625	104
Int11080_32	0.317591499409681	0.69775678866588	847	0
Int11113_180	0.0779691749773345	0.188576609247507	1103	209
Int11293_117	0.099375	0.441875	1600	142
Int11409_395	0.016973125884017	0.105374823196605	1414	477
Int11805_6	0.220628415300546	0.995901639344262	1464	0
Int11813_25	0.467076382791923	0.948200175592625	1139	0
Int11837_52	0.205229793977813	0.356576862123613	1262	1
Int11890_361	0.0143790849673203	0.0758169934640523	1530	525
Int12253_29	0.0745476477683957	0.680820265379976	4145	84
Int12285_28	0.1107509454349	0.559697460831983	1851	10
Int12312_35	0.371212121212121	0.557765151515151	1056	0
Int12346_39	0.295698924731183	0.46415770609319	558	1
Int12386_211	0	0.145510835913313	969	250
Int12633_57	0.135932560590095	0.510010537407798	949	0
Int12689_54	0.513157894736842	0.958333333333333	912	0
Int12744_100	0.330895795246801	0.477148080438757	1094	25
Int12847_58	0.313953488372093	0.674418604651163	946	0
Int12905_55	0.158928571428571	0.835714285714286	1680	17
Int12963_295	0.0546792849631966	0.286014721345952	951	80
Int13273_240	0.0577731092436975	0.169117647058824	952	62
Int13537_99	0.15987460815047	0.460815047021944	957	105
Int13635_63	0.0603217158176944	0.526809651474531	1492	134
Int13698_25	0.740419378163413	0.898047722342733	1383	2
Int13722_21	0.631863882443929	0.8584686774942	1293	0
Int7287_409	0.0639488409272582	0.326938449240607	1251	55
Int7289_198	0.125450612833453	0.372025955299207	1387	78
Int7491_119	0.217322834645669	0.42755905511811	1270	131
Int7609_28	0.959830866807611	0.988724453840733	1419	0
Int7638_25	0.561749571183533	0.987135506003431	1166	0
Int7663_158	0.0444271239282931	0.239282930631333	1283	164
Int7822_57	0.156100159829515	0.651038891848695	1877	54
Int7884_206	0.0418222554144884	0.306198655713219	1339	106
Int8109_24	0.627629733520337	0.901823281907433	1426	0
Int8132_118	0.0872586872586873	0.453281853281853	1295	70
Int8249_26	0.562297734627832	0.997572815533981	1236	0
Int8275_250	0	0.206708975521306	1103	133
Int8539_21	0.533333333333333	0.988304093567251	855	0
Int8559_390	0	0.15469146238377	1183	244
Int8998_23	0.323092170465808	0.408325074331021	1009	0
Int9024_309	0.0240480961923848	0.134769539078156	1996	389
Int9342_188	0.00748502994011976	0.194236526946108	2672	603
Int9532_24	0.51307596513076	0.975093399750934	1606	0
Int9555_160	0	0.469651741293532	2010	141
Int9721_57	0.446680080482897	0.848088531187123	994	0
Int9778_403	0	0.199882422104644	1701	327
